Summary Examination Timetable
Season : Summer 2024
Export Date : 24/04/2024

Date,Start Time,Room,Board,Qualification,Component Code,Component Title,Length,Number of Candidates
11/06/2024, 1:00PM,Multi Purpose Hall 2028,EDEXL/GCE,GCE,9MA0 02,"Pure Mathematics 2",120,7
12/06/2024, 1:00PM,Outside Area,EDEXL/GCSE,GCSE,1PG0 1H,"Listening (H) ",57,1
12/06/2024, 2:45PM,Outside Area,EDEXL/GCSE,GCSE,1PG0 3H,"Reading (H) ",75,1
14/06/2024, 9:00AM,Computing Lab 4 1023,OCR,GCE,H420/02,"Biology A: Biological Diversity Wtn",169,1
14/06/2024, 9:00AM,Computing Lab 4 1023,AQA,GCSE,8035/3,"Geography Paper 3",113,6
14/06/2024, 9:00AM,H&S Development Base G019,OCR,GCE,H420/02,"Biology A: Biological Diversity Wtn",169,14
14/06/2024, 9:00AM,H&S Learning Base G018,AQA,GCSE,8035/3,"Geography Paper 3",113,11
14/06/2024, 9:00AM,Multi Purpose Hall 2028,AQA,GCSE,8035/3,"Geography Paper 3",90,26
14/06/2024, 9:00AM,Outside Area,AQA,GCSE,8035/3,"Geography Paper 3",90,2
14/06/2024, 9:00AM,Science Lab 1 3003,AQA,GCSE,8035/3,"Geography Paper 3",113,2
14/06/2024, 1:00PM,Computing Lab 4 1023,OCR,GCSE,J249/02,"Physics A (Gtwy Sci) : Paper 2 Fnd Wtn",132,5
14/06/2024, 1:00PM,Computing Lab 4 1023,OCR,GCSE,J249/04,"Physics A (Gtwy Sci) : Paper 4 Hgh Wtn",132,1
14/06/2024, 1:00PM,Computing Lab 4 1023,OCR,GCSE,J250/06,"Comb Sci A: Paper 6 (Fnd) Wrtn",88,3
14/06/2024, 1:00PM,H&S Development Base G019,OCR,GCSE,J249/02,"Physics A (Gtwy Sci) : Paper 2 Fnd Wtn",105,7
14/06/2024, 1:00PM,H&S Development Base G019,OCR,GCSE,J249/04,"Physics A (Gtwy Sci) : Paper 4 Hgh Wtn",132,3
14/06/2024, 1:00PM,H&S Development Base G019,OCR,GCSE,J250/06,"Comb Sci A: Paper 6 (Fnd) Wrtn",70,4
14/06/2024, 1:00PM,H&S Learning Base G018,OCR,GCSE,J249/02,"Physics A (Gtwy Sci) : Paper 2 Fnd Wtn",132,4
14/06/2024, 1:00PM,H&S Learning Base G018,OCR,GCSE,J249/04,"Physics A (Gtwy Sci) : Paper 4 Hgh Wtn",132,3
14/06/2024, 1:00PM,H&S Learning Base G018,OCR,GCSE,J250/06,"Comb Sci A: Paper 6 (Fnd) Wrtn",88,2
14/06/2024, 1:00PM,Multi Purpose Hall 2028,OCR,GCSE,J249/02,"Physics A (Gtwy Sci) : Paper 2 Fnd Wtn",105,26
14/06/2024, 1:00PM,Multi Purpose Hall 2028,OCR,GCSE,J249/04,"Physics A (Gtwy Sci) : Paper 4 Hgh Wtn",105,24
14/06/2024, 1:00PM,Multi Purpose Hall 2028,OCR,GCSE,J250/06,"Comb Sci A: Paper 6 (Fnd) Wrtn",70,11
14/06/2024, 1:00PM,Outside Area,OCR,GCSE,J249/02,"Physics A (Gtwy Sci) : Paper 2 Fnd Wtn",105,1
14/06/2024, 1:00PM,Outside Area,OCR,GCSE,J250/06,"Comb Sci A: Paper 6 (Fnd) Wrtn",70,1
14/06/2024, 1:00PM,Science Lab 1 3003,OCR,GCSE,J249/02,"Physics A (Gtwy Sci) : Paper 2 Fnd Wtn",132,1
14/06/2024, 1:00PM,Science Lab 1 3003,OCR,GCSE,J250/06,"Comb Sci A: Paper 6 (Fnd) Wrtn",88,2
17/06/2024, 9:00AM,Multi Purpose Hall 2028,OCR,GCE,H556/03,"Physics A: Unified Physics Wtn",90,1
18/06/2024, 9:00AM,H&S Development Base G019,OCR,GCE,H432/02,"Chem A: Synths & Anlytcl Tchnqs Wtn",169,1
18/06/2024, 9:00AM,Multi Purpose Hall 2028,OCR,GCE,H432/02,"Chem A: Synths & Anlytcl Tchnqs Wtn",135,3
18/06/2024, 1:00PM,H&S Development Base G019,OCR,FSMQ,6993/01,"Maths: Additional Maths Paper 1",150,3
18/06/2024, 1:00PM,Multi Purpose Hall 2028,OCR,FSMQ,6993/01,"Maths: Additional Maths Paper 1",120,7
18/06/2024, 1:00PM,Multi Purpose Hall 2028,OCR,GCE,H446/02,"Comp Sci: Algrthms & Prgrming Wrtn",150,8
18/06/2024, 1:00PM,Multi Purpose Hall 2028,EDEXL/GCSE,GCSE,1PG0 4H,"Writing (H) ",100,1
19/06/2024, 9:00AM,H&S Development Base G019,OCR,GCE,H420/03,"Biology A: Unified Biology Wtn",113,2
19/06/2024, 9:00AM,Multi Purpose Hall 2028,OCR,GCE,H420/03,"Biology A: Unified Biology Wtn",90,13
20/06/2024, 1:00PM,H&S Development Base G019,EDEXL/GCE,GCE,9MA0 03,"Statistics & Mechanics",150,2
20/06/2024, 1:00PM,Multi Purpose Hall 2028,EDEXL/GCE,GCE,9MA0 03,"Statistics & Mechanics",120,7
21/06/2024, 9:00AM,H&S Development Base G019,OCR,GCE,H432/03,"Chem A: Unified Chemistry Wtn",113,1
21/06/2024, 9:00AM,Multi Purpose Hall 2028,OCR,GCE,H432/03,"Chem A: Unified Chemistry Wtn",90,3
